customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,avg_order_value,discount_applied_flag,promo_code_used_flag,subscription_flag,frequency_score,satisfaction_flag,satisfaction_level,promo_dependency_score,promo_dependency_level,value_score,value_tier,loyalty_def_1,loyalty_def_2,customer_segment,age_group,spend_level,retention_score,retention_level,ml_cluster,ml_customer_segment
372,27,Male,Sneakers,Footwear,83,North Carolina,S,Pink,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly,1.7659574468085106,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.6479423076923077,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.8193589743589744,High Retention,2,Promo-Dependent Regulars
373,24,Male,Sweater,Clothing,85,Pennsylvania,L,Orange,Summer,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly,12.142857142857142,1,1,1,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.5131923076923076,High Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.4561025641025641,Medium Retention,2,Promo-Dependent Regulars
374,23,Male,Coat,Outerwear,27,North Dakota,L,White,Summer,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly,2.4545454545454546,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.2459294871794872,Low Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.1551025641025641,Low Retention,0,Stable Mid-Value Customers
375,69,Male,Jewelry,Accessories,78,Ohio,S,Purple,Spring,5.0,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly,2.0,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.6893205128205128,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.7243589743589743,High Retention,3,One-Time Bargain Hunters
376,59,Male,Sunglasses,Accessories,32,Oklahoma,M,Olive,Summer,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly,5.333333333333333,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.3156282051282051,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.2456410256410256,Low Retention,0,Stable Mid-Value Customers
377,51,Male,Shoes,Footwear,51,South Carolina,S,Gray,Fall,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly,25.5,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.2905576923076923,Low Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.0464871794871794,Low Retention,0,Stable Mid-Value Customers
378,63,Male,Scarf,Accessories,32,Maine,M,Silver,Spring,4.1,Yes,Standard,Yes,Yes,39,Credit Card,Every 3 Months,0.8205128205128205,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.4787692307692308,High Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.6371794871794871,High Retention,3,One-Time Bargain Hunters
379,54,Male,Dress,Clothing,62,Nevada,L,Orange,Winter,4.9,Yes,Next Day Air,Yes,Yes,23,Credit Card,Monthly,2.6956521739130435,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.5503589743589743,Premium Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.5314358974358975,Medium Retention,3,One-Time Bargain Hunters
380,32,Male,T-shirt,Clothing,29,Montana,S,Magenta,Fall,4.7,Yes,2-Day Shipping,Yes,Yes,46,Debit Card,Bi-Weekly,0.6304347826086957,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.4279679487179487,High Value,0,0,Promo-Dependent Regulars,25-34,Low Spend,0.5737179487179487,Medium Retention,3,One-Time Bargain Hunters
381,39,Male,Backpack,Accessories,69,New Hampshire,XL,Beige,Fall,3.0,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Weekly,3.631578947368421,1,1,1,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.5125192307692307,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.5938717948717949,Medium Retention,2,Promo-Dependent Regulars
382,66,Male,Jewelry,Accessories,25,Maine,L,Lavender,Winter,3.4,Yes,Store Pickup,Yes,Yes,3,Credit Card,Every 3 Months,8.333333333333334,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.171051282051282,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.2045641025641025,Low Retention,2,Promo-Dependent Regulars
383,28,Male,Jeans,Clothing,76,California,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,47,PayPal,Quarterly,1.6170212765957446,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.5781217948717948,Premium Value,1,0,Promo-Dependent Regulars,25-34,High Spend,0.7321794871794872,High Retention,2,Promo-Dependent Regulars
384,50,Male,Sunglasses,Accessories,77,West Virginia,S,Magenta,Fall,3.8,Yes,Standard,Yes,Yes,6,PayPal,Quarterly,12.833333333333334,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.3790897435897436,Mid Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.2456410256410256,Low Retention,2,Promo-Dependent Regulars
385,70,Male,Sweater,Clothing,33,California,M,Beige,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,6,Venmo,Annually,5.5,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.2760128205128205,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.1574871794871795,Low Retention,0,Stable Mid-Value Customers
386,67,Male,Shorts,Clothing,93,West Virginia,S,Yellow,Fall,2.7,Yes,Next Day Air,Yes,Yes,12,Credit Card,Bi-Weekly,7.75,1,1,1,1,0,Low Satisfaction,1.0,High Promo Dependency,0.3926282051282051,Mid Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.1674871794871795,Low Retention,2,Promo-Dependent Regulars
387,64,Male,Jewelry,Accessories,39,Louisiana,L,Brown,Spring,3.4,Yes,Express,Yes,Yes,40,PayPal,Quarterly,0.975,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4115705128205129,Mid Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.6497179487179487,High Retention,2,Promo-Dependent Regulars
388,45,Male,Coat,Outerwear,93,Georgia,L,Silver,Summer,4.6,Yes,Store Pickup,Yes,Yes,38,PayPal,Fortnightly,2.4473684210526314,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.7672884615384614,Premium Value,1,0,Promo-Dependent Regulars,45-54,High Spend,0.7688974358974359,High Retention,3,One-Time Bargain Hunters
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,10,PayPal,Quarterly,8.2,1,1,1,4,0,Low Satisfaction,1.0,High Promo Dependency,0.4155192307692307,Mid Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.2884871794871795,Low Retention,2,Promo-Dependent Regulars
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,Yes,28,Bank Transfer,Monthly,1.5,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.506326923076923,High Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.5932051282051283,Medium Retention,3,One-Time Bargain Hunters
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,19,PayPal,Annually,3.736842105263158,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3757884615384615,Mid Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.3069487179487179,Low Retention,2,Promo-Dependent Regulars
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,Yes,25,Cash,Fortnightly,3.44,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.6774871794871794,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.6132820512820513,High Retention,3,One-Time Bargain Hunters
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,Yes,38,Credit Card,Annually,2.1578947368421053,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.5118910256410255,High Value,0,0,Promo-Dependent Regulars,25-34,High Spend,0.5374102564102563,Medium Retention,2,Promo-Dependent Regulars
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,Yes,6,PayPal,Fortnightly,10.833333333333334,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.5073717948717948,High Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.388974358974359,Low Retention,0,Stable Mid-Value Customers
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,Yes,7,Debit Card,Bi-Weekly,4.142857142857143,1,1,1,1,1,High Satisfaction,1.0,High Promo Dependency,0.2355,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.1117948717948718,Low Retention,0,Stable Mid-Value Customers
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually,32.5,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.3692884615384615,Mid Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.1038717948717948,Low Retention,0,Stable Mid-Value Customers
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,Yes,24,Bank Transfer,Annually,3.6666666666666665,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.462525641025641,High Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.3687179487179487,Low Retention,2,Promo-Dependent Regulars
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Free Shipping,Yes,Yes,26,Cash,Annually,1.7692307692307692,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3229743589743589,Low Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.3937948717948717,Low Retention,2,Promo-Dependent Regulars
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,Yes,25,Debit Card,Every 3 Months,2.68,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5365128205128205,Premium Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.4699487179487179,Medium Retention,3,One-Time Bargain Hunters
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,10,Debit Card,Monthly,3.5,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.2886089743589743,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.3756666666666667,Low Retention,2,Promo-Dependent Regulars
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Free Shipping,Yes,Yes,14,PayPal,Fortnightly,4.714285714285714,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.548852564102564,Premium Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.4801282051282051,Medium Retention,3,One-Time Bargain Hunters
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,Yes,21,Cash,Quarterly,4.333333333333333,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.6038397435897436,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.4212564102564102,Medium Retention,3,One-Time Bargain Hunters
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,Yes,26,PayPal,Monthly,3.0,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.5246410256410255,Premium Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.5691282051282052,Medium Retention,2,Promo-Dependent Regulars
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,Yes,12,Bank Transfer,Annually,3.75,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.3488205128205128,Mid Value,0,0,One-Time Bargain Hunters,18-24,Low Spend,0.2248717948717948,Low Retention,0,Stable Mid-Value Customers
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,Yes,11,Credit Card,Monthly,8.454545454545455,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.603826923076923,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.3878205128205128,Low Retention,3,One-Time Bargain Hunters
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,Yes,15,Cash,Annually,4.933333333333334,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3679358974358974,Mid Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.2613333333333333,Low Retention,2,Promo-Dependent Regulars
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,Yes,13,Cash,Monthly,4.230769230769231,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.476076923076923,High Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.4115897435897436,Medium Retention,0,Stable Mid-Value Customers
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,Yes,5,Credit Card,Bi-Weekly,15.2,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.297051282051282,Low Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.0867179487179487,Low Retention,2,Promo-Dependent Regulars
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,Yes,36,Cash,Fortnightly,1.8333333333333333,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.5596538461538461,Premium Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.746051282051282,High Retention,2,Promo-Dependent Regulars
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,Yes,32,Bank Transfer,Monthly,1.59375,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.4588076923076923,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.6437435897435897,High Retention,2,Promo-Dependent Regulars
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Quarterly,26.0,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.264974358974359,Low Value,0,0,One-Time Bargain Hunters,25-34,Low Spend,0.1801025641025641,Low Retention,0,Stable Mid-Value Customers
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,Yes,15,PayPal,Annually,1.9333333333333331,1,1,1,2,0,Low Satisfaction,1.0,High Promo Dependency,0.2025897435897436,Low Value,0,0,One-Time Bargain Hunters,55+,Low Spend,0.2613333333333333,Low Retention,2,Promo-Dependent Regulars
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Weekly,24.666666666666668,1,1,1,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.4510128205128205,High Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.4033333333333334,Medium Retention,2,Promo-Dependent Regulars
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,Yes,48,Cash,Monthly,2.0625,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.8141730769230768,Premium Value,1,0,Promo-Dependent Regulars,55+,High Spend,0.8332051282051283,High Retention,3,One-Time Bargain Hunters
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,Yes,30,Debit Card,Weekly,2.933333333333333,1,1,1,7,0,Low Satisfaction,1.0,High Promo Dependency,0.6360833333333332,Premium Value,0,0,One-Time Bargain Hunters,25-34,High Spend,0.7278717948717949,High Retention,2,Promo-Dependent Regulars
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,Yes,40,Bank Transfer,Monthly,0.775,1,1,1,5,0,Low Satisfaction,1.0,High Promo Dependency,0.4231987179487179,High Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.7368974358974358,High Retention,2,Promo-Dependent Regulars
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Fortnightly,2.2916666666666665,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.4593461538461539,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.6002051282051282,Medium Retention,2,Promo-Dependent Regulars
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly,1.6875,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.7021217948717948,Premium Value,1,0,Promo-Dependent Regulars,18-24,High Spend,0.7460256410256411,High Retention,3,One-Time Bargain Hunters
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,Yes,27,Venmo,Bi-Weekly,2.703703703703704,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.3957884615384615,Mid Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.3483333333333334,Low Retention,2,Promo-Dependent Regulars
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.8,Yes,Free Shipping,Yes,Yes,14,Credit Card,Every 3 Months,6.5,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4686474358974359,High Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.3367948717948718,Low Retention,2,Promo-Dependent Regulars
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly,3.0,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.2810192307692308,Low Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.237102564102564,Low Retention,2,Promo-Dependent Regulars
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,Yes,48,Cash,Bi-Weekly,0.8333333333333334,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.3823525641025641,Mid Value,0,0,Promo-Dependent Regulars,35-44,Low Spend,0.6004871794871794,Medium Retention,2,Promo-Dependent Regulars
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually,1.84375,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3994871794871794,Mid Value,0,0,One-Time Bargain Hunters,45-54,Medium Spend,0.4684102564102564,Medium Retention,2,Promo-Dependent Regulars
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,Yes,21,Credit Card,Bi-Weekly,1.238095238095238,1,1,1,1,0,Medium Satisfaction,1.0,High Promo Dependency,0.1926858974358974,Low Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.2757179487179487,Low Retention,2,Promo-Dependent Regulars
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,Yes,42,PayPal,Fortnightly,0.5476190476190477,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.5297820512820512,Premium Value,0,0,Promo-Dependent Regulars,55+,Low Spend,0.8165128205128205,High Retention,3,One-Time Bargain Hunters
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,Yes,4,Credit Card,Quarterly,21.75,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4038461538461539,Mid Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.2185641025641025,Low Retention,2,Promo-Dependent Regulars
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,Yes,19,Credit Card,Quarterly,3.736842105263158,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5198653846153846,High Value,0,0,One-Time Bargain Hunters,35-44,Medium Spend,0.3951025641025641,Low Retention,0,Stable Mid-Value Customers
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,Yes,6,Credit Card,Quarterly,15.166666666666666,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5306666666666666,Premium Value,0,0,One-Time Bargain Hunters,55+,High Spend,0.2456410256410256,Low Retention,0,Stable Mid-Value Customers
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,Yes,2,Debit Card,Fortnightly,32.0,1,1,1,6,0,Low Satisfaction,1.0,High Promo Dependency,0.3813782051282051,Mid Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.3353589743589744,Low Retention,2,Promo-Dependent Regulars
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,Yes,21,Cash,Fortnightly,4.476190476190476,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.6863141025641024,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.5645897435897436,Medium Retention,3,One-Time Bargain Hunters
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,Yes,40,Debit Card,Annually,1.0,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3709166666666666,Mid Value,0,0,Promo-Dependent Regulars,18-24,Low Spend,0.5615641025641025,Medium Retention,2,Promo-Dependent Regulars
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,Yes,33,Cash,Fortnightly,2.303030303030303,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.5818397435897436,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.7124358974358974,High Retention,2,Promo-Dependent Regulars
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly,3.3076923076923075,1,1,1,7,0,Medium Satisfaction,1.0,High Promo Dependency,0.6102051282051282,Premium Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.6807179487179487,High Retention,2,Promo-Dependent Regulars
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,Yes,23,Credit Card,Fortnightly,4.0,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.5885128205128204,Premium Value,0,0,One-Time Bargain Hunters,45-54,High Spend,0.5875897435897436,Medium Retention,2,Promo-Dependent Regulars
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,Yes,39,PayPal,Every 3 Months,1.3333333333333333,1,1,1,4,1,High Satisfaction,1.0,High Promo Dependency,0.5528461538461538,Premium Value,0,0,Promo-Dependent Regulars,45-54,Medium Spend,0.6371794871794871,High Retention,3,One-Time Bargain Hunters
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,Yes,42,Bank Transfer,Monthly,0.6666666666666666,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.4210128205128204,High Value,0,0,Promo-Dependent Regulars,45-54,Low Spend,0.7603589743589743,High Retention,2,Promo-Dependent Regulars
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Weekly,1.1219512195121952,1,1,1,7,1,High Satisfaction,1.0,High Promo Dependency,0.6412115384615383,Premium Value,0,0,Promo-Dependent Regulars,35-44,Medium Spend,0.8601794871794872,High Retention,3,One-Time Bargain Hunters
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,Yes,41,PayPal,Annually,1.2195121951219512,1,1,1,2,0,Low Satisfaction,1.0,High Promo Dependency,0.4106346153846154,Mid Value,0,0,Promo-Dependent Regulars,45-54,Medium Spend,0.5732564102564102,Medium Retention,2,Promo-Dependent Regulars
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,Yes,12,Credit Card,Fortnightly,1.9166666666666667,1,1,1,6,1,High Satisfaction,1.0,High Promo Dependency,0.3797179487179487,Mid Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.4563589743589744,Medium Retention,0,Stable Mid-Value Customers
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,Yes,31,Cash,Monthly,1.6129032258064515,1,1,1,5,0,Medium Satisfaction,1.0,High Promo Dependency,0.4489102564102564,High Value,0,0,One-Time Bargain Hunters,55+,Medium Spend,0.630051282051282,High Retention,2,Promo-Dependent Regulars
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Debit Card,Fortnightly,2.617647058823529,1,1,1,6,0,Medium Satisfaction,1.0,High Promo Dependency,0.6339999999999999,Premium Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.7248205128205127,High Retention,2,Promo-Dependent Regulars
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,Yes,32,Credit Card,Annually,2.53125,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.579102564102564,Premium Value,0,0,One-Time Bargain Hunters,35-44,High Spend,0.4684102564102564,Medium Retention,3,One-Time Bargain Hunters
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,Store Pickup,Yes,Yes,31,Credit Card,Quarterly,2.225806451612903,1,1,1,4,0,Medium Satisfaction,1.0,High Promo Dependency,0.4747051282051283,High Value,0,0,One-Time Bargain Hunters,25-34,Medium Spend,0.5428717948717949,Medium Retention,2,Promo-Dependent Regulars
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,Yes,24,PayPal,Annually,2.7916666666666665,1,1,1,2,0,Medium Satisfaction,1.0,High Promo Dependency,0.3869871794871795,Mid Value,0,0,One-Time Bargain Hunters,18-24,Medium Spend,0.3687179487179487,Low Retention,2,Promo-Dependent Regulars
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,Yes,31,Debit Card,Annually,0.6451612903225806,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.3486282051282052,Mid Value,0,0,One-Time Bargain Hunters,45-54,Low Spend,0.4547179487179487,Medium Retention,0,Stable Mid-Value Customers
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,Yes,18,Venmo,Annually,1.6111111111111112,1,1,1,2,1,High Satisfaction,1.0,High Promo Dependency,0.3164038461538461,Low Value,0,0,One-Time Bargain Hunters,35-44,Low Spend,0.2944871794871795,Low Retention,0,Stable Mid-Value Customers
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,Yes,15,Venmo,Monthly,4.933333333333334,1,1,1,5,1,High Satisfaction,1.0,High Promo Dependency,0.555602564102564,Premium Value,0,0,One-Time Bargain Hunters,18-24,High Spend,0.4366666666666666,Medium Retention,3,One-Time Bargain Hunters
